article,url,dates,rows,columns,cells,numeric_ratio,popularity,f1_score
Hedingen,https://en.wikipedia.org/wiki/Hedingen,{},14,2,28,0.5,87,0.22222222222222224
Hergiswil bei Willisau,https://en.wikipedia.org/wiki/Hergiswil_bei_Willisau,{},8,2,16,0.0,37,0.15789473684210528
Herrliberg,https://en.wikipedia.org/wiki/Herrliberg,{},8,2,16,0.5,302,0.3181818181818182
Hettlingen,https://en.wikipedia.org/wiki/Hettlingen,{},9,2,18,0.5,59,0.1730769230769231
Hibiscus Coast Local Municipality,https://en.wikipedia.org/wiki/Hibiscus_Coast_Local_Municipality,{},34,4,136,0.75,318,0.12264150943396226
High Performance Computing Modernization Program,https://en.wikipedia.org/wiki/High_Performance_Computing_Modernization_Program,{},25,6,150,0.16666666666666666,265,0.24
Higher education controversy in Odisha,https://en.wikipedia.org/wiki/Higher_education_controversy_in_Odisha,{},29,3,87,0.0,81,0.21276595744680854
Hill sphere,https://en.wikipedia.org/wiki/Hill_sphere,{},11,6,66,0.8333333333333334,5248,0.2
Historical development of Church of England dioceses,https://en.wikipedia.org/wiki/Historical_development_of_Church_of_England_dioceses,{'Date': '%d %B %Y'},32,4,128,0.0,499,0.19594594594594592
History of the Rugby World Cup,https://en.wikipedia.org/wiki/History_of_the_Rugby_World_Cup,{},13,15,195,0.26666666666666666,1755,0.22905982905982908
Hittnau,https://en.wikipedia.org/wiki/Hittnau,{},10,2,20,0.5,68,0.19999999999999998
Hoch-Ybrig,https://en.wikipedia.org/wiki/Hoch-Ybrig,"{'Start': '%Y-%m-%d', 'End': '%Y-%m-%d'}",48,4,192,0.25,185,0.005208333333333333
"Hochdorf, Lucerne","https://en.wikipedia.org/wiki/Hochdorf,_Lucerne",{},8,2,16,0.5,184,0.1951219512195122
Hong Kong mahjong scoring rules,https://en.wikipedia.org/wiki/Hong_Kong_mahjong_scoring_rules,{},7,2,14,1.0,8823,0.3181818181818182
Horgen,https://en.wikipedia.org/wiki/Horgen,{},13,2,26,0.5,827,0.4
Hospental,https://en.wikipedia.org/wiki/Hospental,{},15,2,30,0.5,361,0.42424242424242425
Hugo Award for Best Professional Magazine,https://en.wikipedia.org/wiki/Hugo_Award_for_Best_Professional_Magazine,{},77,3,231,0.3333333333333333,85,0.08943089430894309
Human trafficking in Europe,https://en.wikipedia.org/wiki/Human_trafficking_in_Europe,{},10,3,30,0.0,610,0.10714285714285714
Hydrography of the Biella region,https://en.wikipedia.org/wiki/Hydrography_of_the_Biella_region,{},17,7,119,0.8571428571428571,28,0.0989010989010989
IDDM11,https://en.wikipedia.org/wiki/IDDM11,{},18,3,54,0.0,43,0.19923371647509577
INA d.d.,https://en.wikipedia.org/wiki/INA_d.d.,{},17,11,187,1.0,1086,0.1122994652406417
ISU Season's World Ranking records and statistics,https://en.wikipedia.org/wiki/ISU_Season%27s_World_Ranking_records_and_statistics,{},7,3,21,0.6666666666666666,26,0.021505376344086023
Ilam province,https://en.wikipedia.org/wiki/Ilam_province,{},13,4,52,0.75,1768,0.7608695652173914
Ilocano language,https://en.wikipedia.org/wiki/Ilocano_language,{},15,2,30,0.0,9731,0.09836065573770492
Ilomantsi,https://en.wikipedia.org/wiki/Ilomantsi,{},8,2,16,1.0,513,0.44117647058823534
Imperial Blue (whisky),https://en.wikipedia.org/wiki/Imperial_Blue_(whisky),{},10,2,20,1.0,4514,0.4210526315789474
Imperial Roman army,https://en.wikipedia.org/wiki/Imperial_Roman_army,{},14,11,154,0.8181818181818182,5731,0.13068181818181818
Inđija,https://en.wikipedia.org/wiki/In%C4%91ija,{},21,2,42,0.5,1177,0.42500000000000004
Indaka Local Municipality,https://en.wikipedia.org/wiki/Indaka_Local_Municipality,{},11,4,44,0.75,79,0.03571428571428572
Indian Pharmacopoeia Commission,https://en.wikipedia.org/wiki/Indian_Pharmacopoeia_Commission,{},15,4,60,0.5,5668,0.2
Indian Singaporeans,https://en.wikipedia.org/wiki/Indian_Singaporeans,{},12,4,48,0.25,5183,0.09523809523809525
Indian South Africans,https://en.wikipedia.org/wiki/Indian_South_Africans,{},10,7,70,0.8571428571428571,14815,0.18045112781954886
Indian states by most spoken scheduled languages,https://en.wikipedia.org/wiki/Indian_states_by_most_spoken_scheduled_languages,{},35,6,210,0.0,3769,0.6203703703703705
Indonesia at the 2017 Summer Universiade,https://en.wikipedia.org/wiki/Indonesia_at_the_2017_Summer_Universiade,{},10,4,40,0.75,21,0.4210526315789474
IndyCar Series,https://en.wikipedia.org/wiki/IndyCar_Series,{},11,4,44,0.25,42790,0.8043478260869567
Infinite Recharge,https://en.wikipedia.org/wiki/Infinite_Recharge,{},34,3,102,0.3333333333333333,236,0.005333333333333333
Inflection,https://en.wikipedia.org/wiki/Inflection,{},8,4,32,0.0,12284,0.28125
Ingquza Hill Local Municipality,https://en.wikipedia.org/wiki/Ingquza_Hill_Local_Municipality,{},18,4,72,0.75,319,0.04761904761904762
Ingwe Local Municipality,https://en.wikipedia.org/wiki/Ingwe_Local_Municipality,{},17,4,68,0.75,76,0.07142857142857142
Insect-based pet food,https://en.wikipedia.org/wiki/Insect-based_pet_food,{},11,4,44,0.0,273,0.026315789473684213
International B-Boy Championships,https://en.wikipedia.org/wiki/International_B-Boy_Championships,{},20,7,140,0.8571428571428571,406,0.32857142857142857
International Linguistics Olympiad,https://en.wikipedia.org/wiki/International_Linguistics_Olympiad,{},25,9,225,0.8888888888888888,3610,0.08835341365461848
Interquartile range,https://en.wikipedia.org/wiki/Interquartile_range,{},13,4,52,0.5,22189,0.10317460317460318
Intragna,https://en.wikipedia.org/wiki/Intragna,{},8,2,16,0.5,90,0.24137931034482757
Iraya language,https://en.wikipedia.org/wiki/Iraya_language,{},8,2,16,0.0,181,0.03571428571428572
"Irig, Serbia","https://en.wikipedia.org/wiki/Irig,_Serbia",{},21,2,42,0.5,359,0.41025641025641024
Irish Americans,https://en.wikipedia.org/wiki/Irish_Americans,{},52,3,156,0.3333333333333333,21166,0.33656957928802583
Isalo National Park,https://en.wikipedia.org/wiki/Isalo_National_Park,{},13,2,26,0.0,585,0.034782608695652174
Isenthal,https://en.wikipedia.org/wiki/Isenthal,{},12,2,24,0.5,93,0.30769230769230765
Islam in North Macedonia,https://en.wikipedia.org/wiki/Islam_in_North_Macedonia,{},12,3,36,0.6666666666666666,3662,0.8888888888888888
Islam in Spain,https://en.wikipedia.org/wiki/Islam_in_Spain,{},12,2,24,0.5,12045,0.2777777777777778
Italy at the 2012 Summer Olympics,https://en.wikipedia.org/wiki/Italy_at_the_2012_Summer_Olympics,{},26,4,104,0.75,519,0.5918367346938777
Ixodes holocyclus,https://en.wikipedia.org/wiki/Ixodes_holocyclus,{},12,3,36,0.0,4468,0.25
Ja-Ela,https://en.wikipedia.org/wiki/Ja-Ela,{},10,3,30,0.3333333333333333,707,0.0392156862745098
Jagodina,https://en.wikipedia.org/wiki/Jagodina,{},18,3,54,0.3333333333333333,1774,0.33333333333333337
Jamaica at the 2015 Pan American Games,https://en.wikipedia.org/wiki/Jamaica_at_the_2015_Pan_American_Games,{},9,4,36,0.75,25,0.38636363636363635
Japan at the 2017 Asian Winter Games,https://en.wikipedia.org/wiki/Japan_at_the_2017_Asian_Winter_Games,{},12,5,60,0.8,56,0.46956521739130436
Japan national futsal team,https://en.wikipedia.org/wiki/Japan_national_futsal_team,{},10,4,40,0.75,1188,0.08928571428571427
Java Native Access,https://en.wikipedia.org/wiki/Java_Native_Access,{},11,4,44,0.0,788,0.21
Java Native Interface,https://en.wikipedia.org/wiki/Java_Native_Interface,{},9,4,36,0.0,3074,0.052631578947368425
Jazira Region,https://en.wikipedia.org/wiki/Jazira_Region,{},10,3,30,0.6666666666666666,1991,0.1818181818181818
Jenks High School,https://en.wikipedia.org/wiki/Jenks_High_School,{},25,5,125,0.6,638,0.21739130434782608
Joe Morolong Local Municipality,https://en.wikipedia.org/wiki/Joe_Morolong_Local_Municipality,{},10,5,50,0.6,212,0.06857142857142857
Johan Cruyff Shield,https://en.wikipedia.org/wiki/Johan_Cruyff_Shield,{},13,5,65,0.4,4582,0.3666666666666667
Jolfa County,https://en.wikipedia.org/wiki/Jolfa_County,{},11,4,44,0.75,138,0.045454545454545456
Jozini Local Municipality,https://en.wikipedia.org/wiki/Jozini_Local_Municipality,{},12,4,48,0.75,223,0.08823529411764705
Judas Maccabaeus (Handel),https://en.wikipedia.org/wiki/Judas_Maccabaeus_(Handel),{},68,8,544,0.25,1985,0.4755639097744361
Judo at the 2020 Summer Paralympics,https://en.wikipedia.org/wiki/Judo_at_the_2020_Summer_Paralympics,{},22,6,132,0.8333333333333334,285,0.6904761904761905
June 2015 Turkish general election,https://en.wikipedia.org/wiki/June_2015_Turkish_general_election,{},9,2,18,0.0,2225,0.1935483870967742
KOSPI,https://en.wikipedia.org/wiki/KOSPI,{'Date': '%d %B %Y'},15,3,45,0.6666666666666666,3138,0.34722222222222227
Kabudarahang County,https://en.wikipedia.org/wiki/Kabudarahang_County,{},17,4,68,0.75,70,0.04166666666666667
Kagoshima dialect,https://en.wikipedia.org/wiki/Kagoshima_dialect,{},15,4,60,0.0,1432,0.09999999999999998
Kai ǃGarib Local Municipality,https://en.wikipedia.org/wiki/Kai_%C7%83Garib_Local_Municipality,{},17,4,68,0.75,89,0.14
Kalinovik,https://en.wikipedia.org/wiki/Kalinovik,{},20,2,40,0.5,521,0.4166666666666667
Kamiesberg Local Municipality,https://en.wikipedia.org/wiki/Kamiesberg_Local_Municipality,{},18,4,72,0.5,198,0.2424242424242424
Kampong Svay district,https://en.wikipedia.org/wiki/Kampong_Svay_district,{},11,2,22,0.0,64,0.45
Kampong Tralach district,https://en.wikipedia.org/wiki/Kampong_Tralach_district,{},10,2,20,0.0,101,0.5
Kamyaran County,https://en.wikipedia.org/wiki/Kamyaran_County,{},12,4,48,0.75,67,0.021739130434782608
Kansas state budget (2008–09),https://en.wikipedia.org/wiki/Kansas_state_budget_(2008%E2%80%9309),{},10,3,30,0.3333333333333333,14,0.3333333333333333
Kardzhali Province,https://en.wikipedia.org/wiki/Kardzhali_Province,{},11,3,33,0.3333333333333333,1793,0.12500000000000003
Karun County,https://en.wikipedia.org/wiki/Karun_County,{},11,2,22,0.5,62,0.19999999999999998
Kazakhstan at the 2017 Asian Winter Games,https://en.wikipedia.org/wiki/Kazakhstan_at_the_2017_Asian_Winter_Games,{'Date': '%d %B'},32,5,160,0.0,47,0.2779661016949152
Kazerun County,https://en.wikipedia.org/wiki/Kazerun_County,{},30,4,120,0.75,99,0.03571428571428572
Kemmental,https://en.wikipedia.org/wiki/Kemmental,{},9,9,81,0.0,61,0.12345679012345678
Kermanshah County,https://en.wikipedia.org/wiki/Kermanshah_County,{},26,4,104,0.75,126,0.05319148936170212
Khalilabad County,https://en.wikipedia.org/wiki/Khalilabad_County,{},9,4,36,0.75,32,0.05555555555555555
Khomeyn County,https://en.wikipedia.org/wiki/Khomeyn_County,{},12,4,48,0.75,127,0.041666666666666664
Khorrambid County,https://en.wikipedia.org/wiki/Khorrambid_County,{},8,4,32,0.75,39,0.05
